,Location,latitude,longitude
1147,300 MEADE AV,38.027678,-78.465092
1148,400 FAIRWAY AV,38.0277299,-78.4619402
1149,400 ARBOR CIR.,38.0288455,-78.4625129
1150,500 STEWART ST,38.0314047,-78.46473259999999
1151,500 MAIN ST E,38.0298137,-78.4784185
1152,100 MONTICELLO AV,38.0251455,-78.47550710000002
1153,600 NORTHWOOD AVE,38.0360402,-78.47788059999999
1154,700 HIGH ST E,38.0313864,-78.47579379999999
1155,900 MARTIN ST,38.0377585,-78.4648629
1156,200 MAIN ST W,38.0335189,-78.4986565
1157,19 ELLIEWOOD AV,38.0365248,-78.50012199999999
1158,200 HARMON ST,38.028889,-78.5133786
1159,1300 JPA,38.0319019,-78.501032
1160,31 UNIVERSITY CIR,38.0428824,-78.5035621
1161,332 PARKWAY,38.0293059,-78.47667810000002
1162,507 8TH ST NE,38.0329539,-78.4747282
1163,850 ESTES,38.0308572,-78.4936142
1164,200 OLD PRESTON,38.0325688,-78.4833029
1165,600 WATER ST E,38.0288145,-78.4776364
1166, GARRETT ST,38.0283093,-78.48129519999999
1167,1 WATER ST LOT,38.0294361,-78.4811304
1168,1100 MARKET ST E,38.027908,-78.47210799999999
1169,200 MAIN ST E,38.0305724,-78.4807636
1170, 4TH ST LOT,38.0289247,-78.4875926
1171, CARLTON RD,38.0231187,-78.46984859999999
1172, 1ST ST SOUT,38.0254385,-78.4845449
1173, E SOUTH ST,38.029436,-78.483058
1174, CHERRY AVE,38.0254896,-78.50146219999999
1175, JEFF. PK. AVE,38.0308009,-78.50792
1176, RAYMOND AV,38.023491,-78.5127038
1177, MONTEBELLO CIR,38.0297592,-78.5100377
1178, JPA,38.0295569,-78.50786769999999
1179, 14TH ST NW,38.0375221,-78.4977858
1180, SADLER ST,38.0360823,-78.4985164
1181, 12 1/2 ST NW,38.0337594,-78.4973622
1182, MILMONT ST,38.05187919999999,-78.50334749999999
1183,1000 MILMONT ST,38.0507015,-78.5046344
1184, ELLIEWOOD AVE,38.0362543,-78.5003474
1185,1000 UNIVERSITY AV,38.0340155,-78.5001058
1186, UNIVERSITY WAY,38.0407615,-78.50228539999999
1187, THOMSON RD,38.0372752,-78.5110183
1188, OAKHURST CR,38.03173719999999,-78.5067735
1189, OAKHURST,38.03173719999999,-78.5067735
1190, SHAMROCK RD,38.0243152,-78.5068235
1191, PIEDMONT AV,38.025028,-78.5187163
1192, WESTERLY AVE,38.0252774,-78.5223371
1193, SUMMIT ST,38.0251119,-78.5205347
1194, WESTERLY AV,38.0252774,-78.5223371
1195, PARKWAY,38.0087438,-78.46369419999999
1196, COURT SQ,38.031043,-78.4771176
1197, 2ND ST NE,38.03425319999999,-78.4790257
1198, HEDGE ST,38.0340333,-78.4782227
1199, JEFFERSON ST W,38.03252940000001,-78.4815503
1200, DALE AV,38.0363902,-78.4861674
1201, 8TH ST NE,38.0323354,-78.4748619
1202, HIGH ST E,38.0317972,-78.46978299999999
1203, LOCUST AVE,38.0386747,-78.4654553
1204, LITTLE HIGH,38.0300199,-78.4689396
1205, CHARLTON,38.0384186,-78.4874243
1206,500 LOCUST AVE,38.0321568,-78.4710468
1207, COURT,38.0302007,-78.4772874
1208, ALTAMONT CR,38.0338492,-78.4809769
1209, W SOUTH ST,38.029338,-78.482687
1210, E SOUTH,38.0293059,-78.47667810000002
1211, S. 1ST ST,38.0254385,-78.4845449
1212, 1ST ST S,38.0254385,-78.4845449
1213, E. SOUTH ST,38.029436,-78.483058
1214, 6TH ST NE,38.0308332,-78.4772204
1215,1400 JPA,38.0317859,-78.501907
1216, ACKLEY LN,38.0399517,-78.4987846
1217, STADIUM RD,38.029474,-78.5131785
1218, UNIVESITY WAY,38.0407615,-78.50228539999999
1219, MILLMONT,38.05187919999999,-78.50334749999999
1220, JOHN ST,38.0368649,-78.4968052
1221, CHELSEA DR,38.029062,-78.51183680000001
1222, DUNOVA CT,38.0296513,-78.5120957
1223, 10 1\2 ST NW,38.0361614,-78.4940215
1224, KENT TERR,38.0279443,-78.50928180000001
1225, GRADY AVE,38.0397966,-78.495246
1226, 10 NW ST,38.0373033,-78.49226879999999
1227,1900 JPA,38.027423,-78.5112631
1228,60 UNIVERSITY CIR,38.0435733,-78.50308919999999
1229,6 UNIVERSITY CIR,38.0425291,-78.5008101
1230,1841 UNIVERSITY CIR,38.043964,-78.502741
1231,1500 VIRGINIA AV,38.0380253,-78.49879039999999
1232,200 SADLER ST,38.0360823,-78.4985164
1233,1700 JPA,38.0302354,-78.5083337
1234,1800 JPA,38.028643,-78.5090309
1235,2000 JPA,38.026502,-78.5126834
1236,100 ELLIEWOOD AV,38.0362462,-78.5004086
1237,200 JOHN ST,38.0368649,-78.4968052
1238,0504 TODD AV,38.0250866,-78.5118572
1239,200 TODD AV,38.024885,-78.513271
1240,2500 PLATEAU,38.0249678,-78.52071660000001
1241, ALTAMONT ST,38.0345876,-78.4818607
1242, HEDGE,38.0340333,-78.4782227
1243, LOCUST AV,38.0386747,-78.4654553
1244, GROVE AV,38.03322,-78.4688232
1245,100 1ST ST S.,38.0307862,-78.48150509999999
1246, NALLE ST,38.0297913,-78.49287919999999
1247, ESTES ST,38.0309982,-78.4938956
1248, SADLER,38.0360823,-78.4985164
1249, VIRGINIA AV,38.0384531,-78.49954919999999
1250, ELLIEWOOD,38.0362543,-78.5003474
1251,600 PRESTON CT,38.0347258,-78.4862495
1252, KENT TER,38.0279443,-78.50928180000001
1253, CHERRY AV,38.0254896,-78.50146219999999
1254, ELLIEWOOD AV,38.0362543,-78.5003474
1255, VIRGINIAAV,38.0384531,-78.49954919999999
1256, VENABLE CT,38.0432183,-78.50076570000002
1257, TODD AV,38.0250874,-78.5118285
1258, RIVER CT,38.0427119,-78.4563613
1259, RIVER RD,38.0394621,-78.45622809999999
1260,1000 RIVER RD,38.03660929999999,-78.4580622
1261, LEXINGTON AV,38.0343013,-78.4719219
1262,200 12TH ST NE,38.0274051,-78.4699153
1263,1300 CHESAPEAKE ST,38.0272532,-78.4666027
1264,1500 SHORT 18TH ST,38.0258566,-78.4607412
1265,1200 POPLAR ST,38.0330434,-78.4678016
1266,700 GROVE AV,38.0336586,-78.4682456
1267, 6TH NE,38.0308332,-78.4772204
1268, LITTLE HIGH ST,38.0300199,-78.4689396
1269, PARK ST,38.0388742,-78.4739546
1270, MCGUFFEY LOT,38.0322705,-78.48211880000001
1271,1000 TUFTON AV,38.0220164,-78.4745588
1272,900 BELMONT AV,38.0234264,-78.4753499
1273, MONTICELLO RD,38.0205277,-78.4730438
1274, BAINBRIDGE ST,38.0232901,-78.4724662
1275, GARDEN ST,38.0245922,-78.4733998
1276, DOUGLAS AV,38.0256321,-78.4744487
1277, GOODMAN ST,38.02725,-78.4746826
1278, BELMONT AV,38.0243832,-78.47696429999999
1279,1300 JEFF. PK. AVE,38.0319019,-78.501032
1280,100 OAKHURST CR,38.0318863,-78.506869
1281, JEFF. PK. AVE.,38.0308009,-78.50792
1282, 10TH ST SW,38.0279277,-78.49685939999999
1283,2400 JPA,38.0232986,-78.5145225
1284, PLATEAU RD,38.0251741,-78.5212739
1285, LEWIS ST,38.0259227,-78.5164616
1286, LEWIS MOUNTAIN RD,38.0384174,-78.511558
1287,2200 JPA,38.0256736,-78.5153352
1288,2300 JPA,38.0242509,-78.51442639999999
1289,900 ROSEHILL DR,38.0389956,-78.4865088
1290,1000 BELMONT AV,38.0227038,-78.4744396
1291, RUGBY RD,38.0449152,-78.4949451
1292, MILLMONT ST,38.05187919999999,-78.50334749999999
1293, SADLER T,38.0360823,-78.4985164
1294,1700 YORKTOWN DR,38.0571907,-78.4774588
1295,100 ARLINGTON BLVD,38.0496947,-78.5066568
1296,100 ROBERTSON AV,38.024362,-78.51483739999999
1297,200 RAYMOND AV,38.0232896,-78.5124797
1298,2300 HILL ST,38.0244616,-78.5118239
1299,300 ROBERTSON AV,38.0242669,-78.5115738
1300,2200 HILL ST,38.0250024,-78.511494
1301,100 SHAMROCK AV,38.0270334,-78.510696
1302,100 MAURY AV,38.0259552,-78.5150589
1303,2300 CENTER AV,38.0243443,-78.5102544
1304, KENWOOD LN,38.0567049,-78.47723529999999
1305, CHESAPEAKE ST,38.0252386,-78.4613311
1306, ST CHARLES AV,38.03858839999999,-78.4666593
1307, MAPLE ST,38.0324097,-78.4748347
1308, GROVEAV,38.03322,-78.4688232
1309, 10TH ST NE,38.0298889,-78.4727602
1310, LEXINGTON,38.0343013,-78.4719219
1311,100 DELL LN,38.0444074,-78.4661153
1312,1100 HOLMES AV,38.0447534,-78.4626722
1313,1000 ST CLAIR AV,38.0389069,-78.4622326
1314,1000 BELMONT,38.0227038,-78.4744396
1315,800 BELMONT AV,38.0241558,-78.4769482
1316, BOLLING AV,38.022845,-78.4781072
1317, BLENHEIM AV,38.021344,-78.47710909999999
1318, MONTROSE AV,38.0205918,-78.47765919999999
1319, ELLIOTT AV,38.0212784,-78.4813886
1320,1000 ELLIOTT AV,38.0188473,-78.4766041
1321, AVON ST LOT,38.0135238,-78.48628219999999
1322,600 NORTH AV,38.0439701,-78.4702686
1323,500 MOSELEY DR,38.015594,-78.50619499999999
1324,1000 FOREST HILLS AV,38.0253245,-78.4957567
1325,100 SPRIGG LN,38.0387731,-78.5081579
1326,700 ALBEMARLE ST,38.03627830000001,-78.4859712
1327,700 CHARLTON AV,38.037645,-78.48573390000001
1328,600 CHARLTON AV,38.0372243,-78.4857983
1329,100 PIEDMONT AVE N.,38.0259344,-78.518737
1330,1400 CHERRY AVE,38.025101,-78.5014619
1331,900 CHARLTON AVE,38.0382901,-78.48724639999999
1332, POPLAR ST,38.03376590000001,-78.4689017
1333, MEADE AVE,38.0283144,-78.4661378
1334, CALHOUN ST,38.0405399,-78.4635181
1335, HOLMES AVE,38.0452661,-78.4618784
1336,1000 COTTONWOOD,38.0430425,-78.4666027
1337,1000 BEECHWOOD DR,38.045136,-78.4657654
1338,1000 BEECHWOOD,38.045136,-78.4657654
1339, FOREST HILL AV,38.0253531,-78.4987615
1340, OAKHURST CIR,38.03173719999999,-78.5067735
1341,100 APPLE TREE LN,38.0262241,-78.5193851
1342,100 STRIBLING AV,38.0241952,-78.51500220000001
1343,200 STRIBLING AV,38.022426,-78.519007
1344,100 LEWIS,38.0259139,-78.5164614
1345,100 RAYMOND AV,38.0234438,-78.5147889
1346, NORTH AVE,38.0429013,-78.46696299999999
1347, LILI LN,38.04895459999999,-78.4629077
1348, AGNESE ST,38.0477933,-78.4623065
1349,800 SYCAMORE ST,38.0343155,-78.4728119
1350, ALBEMARLE ST,38.0367866,-78.48546499999999
1351, ALBEMRLE ST,38.0367866,-78.48546499999999
1352, CHARLTON AV,38.0384186,-78.4874243
1353, HARRIS ST,38.03843579999999,-78.4820211
1354, LOCUST,38.0386747,-78.4654553
1355, HEDGD ST,38.0340333,-78.4782227
1356, 7TH ST SW,38.0301838,-78.4901878
1357,1621 GORDON AVE,38.0405114,-78.49958939999999
1358, 7.5TH ST SW,38.0301838,-78.4901878
1359, AVON ST,38.0220353,-78.48083439999999
1360,100 4TH STREET NE,38.0300748,-78.4792377
1361,103 WATER ST E,38.0301522,-78.4816093
1362,500 16TH STREET NW,38.0398937,-78.4984642
1363,362 14TH STREET NW,38.0377583,-78.4973255
1364, 2ST SW,38.0288724,-78.49072319999999
1365,100 CHELSEA,38.0287226,-78.5125315
1366,200 MONTEBELLO CR,38.02987419999999,-78.50968259999999
1367, MONTEBELLO CR,38.0297592,-78.5100377
1368, CHERRY A,38.0319901,-78.499603
1369,1206 WERTLAND ST,38.0342123,-78.49666859999999
1370, HARMON ST,38.028175,-78.5130616
1371, ROSE HILL DR,38.0443038,-78.4838826
1372,2405 JPA,38.0230465,-78.51530199999999
1373,100 1ST STREET S,38.0307862,-78.48150509999999
1374,100 TODD AV,38.025011,-78.5146741
1375,1100 CHERRY AV,38.0280521,-78.49879969999999
1376, CABELL AV,38.0430089,-78.4949863
1377,100 OBSERVATORY RD,38.0269556,-78.51367650000002
1378,1400 CHERRY AV,38.025101,-78.5014619
1379, HEDGE T,38.030659,-78.47916800000002
1380, SYCAMORE ST,38.0333315,-78.470463
1381,200 5TH ST EXT,38.030368,-78.48797069999999
1382, 1OTH ST NE,38.0298889,-78.4727602
1383, PARK PL,38.0345246,-78.4779744
1384, FARISH ST,38.0343944,-78.4742222
1385, ROCKCREEK RD,38.0218905,-78.4992211
1386, MAYWOOD LN,38.02861619999999,-78.5081986
1387, HOLIDAY DR,38.0579892,-78.492599
1388, PIEDMONT AVE N.,38.0272167,-78.51881259999999
1389, LEWIS MTN RD,38.0384174,-78.511558
1390,1000 ARLINGTON BLVD,38.0482091,-78.504393
1391, EMMET ST,38.0517253,-78.50008679999999
1392,1000 EMMET ST,38.050261,-78.5024746
1393, EMMET,38.0517253,-78.50008679999999
1394, UNIV. WAY,38.0407615,-78.50228539999999
1395, 10TH ST NW,38.0373033,-78.49226879999999
1396, RIVERSIDE AV,38.0238427,-78.45555879999999
1397,300 RIVERSIDE AV,38.0239323,-78.45532349999999
1398, LITTLEHIGH ST,38.0300199,-78.4689396
1399,1200 LITTLE HIGH ST,38.0297258,-78.4681021
1400,300 3RD STREET NE,38.03181530000001,-78.4792549
1401,300 2ND STREET NE,38.0322687,-78.47993129999999
1402,1400 BRIARCLIFF AVE,38.0242716,-78.4986957
1403,200 3RD STREET NE,38.0310685,-78.47963899999999
1404,400 3RD STREET NE,38.03256,-78.4789613
1405,400 7TH STREET NE,38.031652,-78.47592519999999
1406,200 7TH STREET NE,38.0301331,-78.4766163
1407,300 8TH STREET NE,38.0309855,-78.4755205
1408,100 MCGUFFEY LOT,38.0322705,-78.48211880000001
1409,200 1ST STREET N,38.0315386,-78.4811438
1410,300 1ST STREET N,38.0323001,-78.4808062
1411,300 2ND STREET NW,38.03252940000001,-78.4815503
1412,200 2ND STREET NE,38.0318401,-78.4799673
1413,300 4TH STREET NE,38.0315787,-78.47854699999999
1414,200 4TH STREET NE,38.0308676,-78.4788797
1415,200 5TH STREET NE,38.0306252,-78.4780935
1416,723 LEXINGTON AVE,38.0358663,-78.4711762
1417,500 COURT SQUARE,38.0310995,-78.4776364
1418,509 1ST STREET N,38.0348557,-78.4801861
1419,500 1ST STREET N,38.0344992,-78.4797945
1420,400 1ST STREET N,38.0330404,-78.4805004
1421,500 3RD STREET NE,38.0340333,-78.4782227
1422,405 HEDGE ST,38.0338439,-78.4771258
1423,105 PERRY DR,38.03638600000001,-78.4789018
1424,100 3RD STREET NE,38.030321,-78.47998919999999
1425,400 2ND STREET NE,38.032788,-78.4797116
1426,200 2ND STREET NW,38.0321296,-78.4816336
1427,300 7TH STREET NE,38.031154,-78.4761679
1428,500 7TH STREET NE,38.0326132,-78.4754248
1429,1109 JEFFERSON ST E,38.0293086,-78.47046569999999
1430,100 HIGH ST E,38.03287580000001,-78.4807443
1431,350 COURT SQUARE,38.0312251,-78.47734609999999
1432,100 HIGH ST W,38.0307181,-78.481656
1433,600 SAINT CHARLES AVE,38.0340124,-78.470709
1434,200 8TH STREET NE,38.0304748,-78.47565809999999
1435,500 GROVE ST,38.0300051,-78.495378
1436,100 3RD STREET SE,38.0303104,-78.4799943
1437,300 4TH STREET NW,38.0324361,-78.4853109
1438,400 4TH STREET NE,38.032316,-78.47817649999999
1439,205 PARKWAY,38.0293059,-78.47667810000002
1440,300 COURT SQUARE,38.0309471,-78.4773515
1441,419 4TH STREET NE,38.0335382,-78.4777474
1442,800 SAINT CLAIR AVE,38.0346186,-78.4669163
1443,200 4TH STREET NW,38.0314737,-78.48620439999999
1444,100 7TH STREET NE,38.0297561,-78.4765338
1445,200 2ND STREET SW,38.030038,-78.482293
1446,100 1ST STREET N,38.0310931,-78.4812815
1447,100 2ND STREET NE,38.0309214,-78.4805844
1448,500 MARKET ST E,38.0307841,-78.4781349
1449,500 WATER ST E,38.0290786,-78.4788796
1450,200 1ST STREET S,38.0300563,-78.4818725
1451,100 MADISON AVE,38.0420189,-78.4900238
1452,100 2ND STREET NW,38.031248,-78.4820685
1453,200 LITTLE GRAVES ST,38.027186,-78.4757486
1454,800 WATER ST E,38.0282286,-78.47397079999999
1455,700 ESTES ST,38.0306931,-78.4926732
1456,400 LEE ST,38.0318009,-78.49838350000002
1457,400 LN RD,38.0312022,-78.5004932
1458,400 5TH STREET NW,38.0328655,-78.487021
1459,1609 GRADY AVE,38.0410525,-78.49870399999999
1460,609 PRESTON PL,38.04183159999999,-78.49851699999999
1461,100 10TH STREET NE,38.0284016,-78.4734628
1462,1800 UNIVERSITY AVE,38.0365826,-78.50294439999999
1463,100 12 1/2 STREET NW,38.03322319999999,-78.49752099999999
1464,800 MAIN ST E,38.0294198,-78.4771657
1465,100 5TH STREET SE,38.029701,-78.478431
1466,500 17TH STREET NW,38.040391,-78.4999073
1467,400 15TH STREET NW,38.0384698,-78.4982486
1468,500 15TH STREET NW,38.0395833,-78.4977354
1469,400 15TH ST CIR NW,38.0384698,-78.4982486
1470,500 15TH ST CIR NW,38.0395833,-78.4977354
1471,1800 RUGBY PL,38.0438649,-78.4973881
1472,100 COMMERCE ST,38.0315163,-78.48709769999999
1473,100 ACKLEY LN,38.0399517,-78.4987846
1474,100 13TH STREET NW,38.0333831,-78.4982878
1475,500 PRESTON PL,38.042349,-78.4974639
1476,1400 GRADY AVE,38.0399778,-78.4963633
1477,600 GRADY AVE,38.0376938,-78.49087320000001
1478,409 BRANDON AVE,38.0319459,-78.5036921
1479,165 MADISON LN,38.0384151,-78.50149809999999
1480,300 10TH STREET NW,38.0352244,-78.4931527
1481,300 14TH STREET NW,38.0360823,-78.4985164
1482,111 VALLEY RD,38.0299117,-78.5075348
1483,400 GRADY AVE,38.0397966,-78.495246
1484,409 3RD STREET NE,38.0330768,-78.4788574
1485,109 PERRY DR,38.0361921,-78.478591
1486,200 HIGH ST W,38.0332753,-78.48226269999999
1487,2200 JEFFERSON PARK AVE,38.0256736,-78.5153352
1488,109 PIEDMONT AVE N,38.026669,-78.51903000000001
1489,2300 STADIUM RD,38.0285549,-78.5182976
1490,409 15TH STREET NW,38.0382525,-78.4984685
1491,00 JEFFERSON PARK AVE,38.03175,-78.5073626
1492,1909 THOMSON RD,38.0370283,-78.5087508
1493,100 14TH STREET NW,38.0341751,-78.49940339999999
1494, MADISON AVE,38.0420189,-78.4900238
1495, MADISON AV,38.0420189,-78.4900238
1496, ZAN RD,38.06359459999999,-78.48902009999999
1497,418 17TH ST NW,38.0393455,-78.5002026
1498,1003 CHELSEA DR,38.0292492,-78.5119881
1499, 1400,38.05240089999999,-78.4761783
1500, MERIDIAN ST,38.0182746,-78.4793401
1501, 2ND ST S,38.0265421,-78.48262629999999
1502,300 CLEVELAND AV,38.0197008,-78.5105947
1503, CHERRYAV,38.0254896,-78.50146219999999
1504,204 RAYMOND AV,38.023297,-78.5124615
1505,2100 HILL ST,38.0256128,-78.5115781
1506,2100 JPA,38.026078,-78.513497
1507,300 FARISH ST,38.0343944,-78.4742222
1508, 13TH ST NE,38.0292203,-78.4667013
1509, HIGH ST W,38.0333744,-78.4828702
1510,200 WATER ST LOT,38.029242,-78.480583
1511,400 RIALTO ST,38.0255595,-78.47603889999999
1512, EVERGREEN AV,38.03629859999999,-78.4736191
1513, LYONS AV,38.0387381,-78.471215
1514, DAVIS AV,38.0412192,-78.4688872
1515, NORTH AV,38.0429013,-78.46696299999999
1516, GLENDALE RD,38.0439786,-78.4654955
1517,2200 N. BERKSHIRE RD,38.06004009999999,-78.4964253
1518,600 DALE AV,38.0361316,-78.48574669999999
1519,700 FOREST ST,38.0369303,-78.4869581
1520,900 FOREST ST,38.038317,-78.4854802
1521,800 CONCORD AV,38.0390575,-78.4851707
1522,800 CYNTHIANNA AV,38.03966399999999,-78.48440699999999
1523,700 CYNTHIANNA AV,38.0397318,-78.4840272
1524,700 MADISON,38.0409639,-78.4954126
1525, 1 HOUR LIMIT,38.0213612,-78.4867842
1526,100 2ST SW,38.0310183,-78.48225479999999
1527,1300 CHERRY AVE,38.0259317,-78.50069909999999
1528,800 MADISON AV,38.041791,-78.4922011
1529,100 HARMAN ST,38.0272963,-78.5124615
1530,1500 RUTLEDGE AV,38.0459668,-78.4837855
1531,100 17TH ST NW,38.0402356,-78.5000183
1532,1200 CHERRY AV,38.0275317,-78.499545
1533,100 PIEDMONT AVE STH,38.0259068,-78.5187363
1534, SPRIGG LN,38.0387731,-78.5081579
1535,100 UNIVERSITY CIR,38.0435733,-78.50308919999999
1536,500 CARGILL LN,38.0373446,-78.4748927
1537,600 LYONS LN,38.0375795,-78.4735122
1538,300 4TH ST LOT,38.0286499,-78.479479
1539, GRAVES ST,38.0271813,-78.4759078
1540,1000 MARKET ST E,38.0285026,-78.473041
1541,100 HEDGE ST,38.0344967,-78.4797868
1542,1100 SYCAMORE ST,38.0327471,-78.4691447
1543, ROUGEMONT AV,38.0154022,-78.48205999999999
1544, 1ST S,38.0254385,-78.4845449
1545, 3RD SE,38.03000189999999,-78.4801497
1546,200 OLD PRESTON AV,38.0325688,-78.4833029
1547, 4TH ST NW,38.032041,-78.48599449999999
1548,2400 CHERRY AV,38.01972019999999,-78.51061469999999
1549,1819 JEFFERSON PARK AV,38.0282034,-78.5111078
1550,400 LEXINGTON AV,38.0314588,-78.4737833
1551,410 ALTAMONT CIR,38.0342932,-78.4812549
1552,1300 VIRGINIA AV,38.0378113,-78.4976408
1553,500 KELLY AV,38.03375279999999,-78.47317489999999
1554,300 ROBERTSON,38.0242669,-78.5115738
1555,900 OLD FARM RD,38.0457265,-78.4989847
1556, 16TH ST NW,38.0408845,-78.4982489
1557, PIEDMONT ST N,38.0272167,-78.51881259999999
1558, APPLETREE RD,38.0274819,-78.51966039999999
1559, HILL ST,38.0244553,-78.5118239
1560, HIGHLAND AVE,38.0214131,-78.5097747
1561,100 BAKER ST N,38.02606919999999,-78.50291849999999
1562,100 BROAD AV,38.0252528,-78.5061379
1563,300 10 1-2 ST NW,38.035591,-78.49432569999999
1564,500 MAPLE ST,38.0329499,-78.4764352
1565,222 14TH ST NW,38.0357637,-78.4985159
1566,100 2ND STREET SE,38.0305702,-78.4807739
1567,500 13TH STREET NW,38.0388904,-78.49582649999999
1568,200 ROTHERY RD,38.039893,-78.5107031
1569,900 LEWIS MOUNTAIN RD,38.0384174,-78.511558
1570,1900 UNIVERSITY CIR,38.0416615,-78.5018484
1571,100 CARROLLTON TERR,38.0279958,-78.5102634
1572,700 AVON ST,38.0243175,-78.4791643
1573,100 5TH STREET NE,38.0298419,-78.4784993
1574,517 2ND ST NE,38.0349901,-78.478813
1575,1108 MARKET ST E,38.027853,-78.4717469
1576,100 KELLY AVE,38.0344272,-78.4727443
1577, ST CLAIR AVE,38.0389034,-78.4622369
1578,700 S 1ST ST,38.0261669,-78.4838599
1579,100 S 1ST ST,38.0307862,-78.48150509999999
1580,300 MONTICELLO AVE,38.02840399999999,-78.4857883
1581,600 PALITINE AVE,38.0181393,-78.4857165
1582,1300 MARKET ST E,38.0263818,-78.4673838
1583,300 10 1\2 ST NW,38.035591,-78.49432569999999
1584,200 HARTMANS MILLS RD,38.0196976,-78.4884026
1585,800 ALTAVISTA AVE,38.0195518,-78.4803225
1586, LEONERD ST,38.02187989999999,-78.47175639999999
1587, LEONARD ST,38.02187989999999,-78.47175639999999
1588,1500 VIRGINA AVE,38.0380253,-78.49879039999999
1589,1200 JOHN ST,38.0365254,-78.49587199999999
1590,1900 THOMPSON RD,38.036541,-78.5078506
1591,1900 JAMESTOWN DR,38.061862,-78.4738563
1592,100 CARROLLPON TER,38.0279958,-78.5102634
1593,550 VALLEY RD,38.02945709999999,-78.5078899
1594, MCGUFFY LOT,38.0322705,-78.48211880000001
1595,300 2ND ST SW,38.0296157,-78.48296359999999
1596,1800 MARKET ST E,38.0224815,-78.45782559999999
1597,1100 LITTLE HIGH,38.0306786,-78.47084439999999
1598,1000 GLENDALE RD,38.0428714,-78.4662139
1599,1000 HOLMES AVE,38.0428754,-78.465119
1600,1200 HOLMES AV,38.0459877,-78.4609188
1601,600 ELIZABETH AV,38.0478933,-78.4632723
1602,1000 SHERIDAN AV,38.0417846,-78.4651925
1603,900 ST CHARLES AV,38.0391277,-78.4670957
1604,600 LYONS AVE,38.0396762,-78.47308389999999
1605,200 4TH ST SE,38.0293205,-78.47961959999999
1606,200 WATER ST PARKING GARAGE,38.0294361,-78.4811304
1607,1300 BELMONT PARK,38.0195159,-78.4816101
1608,800 STONEHENGE AV,38.0179392,-78.4813135
1609,1600 GREEN ST,38.0159478,-78.4814325
1610,900 ROUGEMONT AVE,38.0149406,-78.48156569999999
1611,200 PALETINE AVE,38.0156634,-78.4810329
1612,400 QUARRY PARK,38.0143834,-78.47360510000001
1613,200 PALENTINE AVE,38.0156634,-78.4810329
1614,500 ROUGEMONT AVE,38.0179227,-78.48830269999999
1615,500 ROUGEMONT AV,38.0179227,-78.48830269999999
1616,1000 S 1ST ST,38.0206477,-78.4872627
1617,900 S 1ST ST,38.0232593,-78.4857129
1618,100 LANKFORD AVE,38.02128,-78.4870708
1619, DICE ST,38.0285942,-78.4878055
1620,300 7 1\2 ST SW,38.0296536,-78.4913187
1621, 7 1-2 ST,38.0274684,-78.49315299999999
1622, 7 1-2 S2,38.0274684,-78.49315299999999
1623, 5TH ST SW,38.0202399,-78.4948199
1624, WATER ST PARKING GARAGE,38.0294361,-78.4811304
1625,1100 ELLIOT AVE,38.0181587,-78.4750057
1626, GREENBRIER DR,38.064057,-78.47561
1627,200 STRIBLING AVE,38.022426,-78.519007
1628,100 SEMINOLE CT,38.06576,-78.4881082
1629,100 ZAN RD,38.0635328,-78.4896235
1630,200 ZAN RD,38.0627864,-78.4876788
1631,100 16TH ST NW,38.0408845,-78.4982489
1632,800 17TH ST NW,38.0412789,-78.49939119999999
1633,700 17TH ST NW,38.0411051,-78.4991048
1634,25 UNIVERSITY CIR,38.0435823,-78.5038289
1635,100 1ST SOUTH,38.0307862,-78.48150509999999
1636,2400 SUNSET AV,38.0198968,-78.5174335
1637,160 MADISON LN,38.0380428,-78.5011059
1638,1900 SPRIGG LN,38.0387731,-78.5081579
1639,100 6 TH ST NE,38.0308332,-78.4772204
1640,150 MADISON LN,38.0377447,-78.50132049999999
1641,150 CHANCELLOR ST,38.0377372,-78.5004606
1642,500 16TH STNW,38.0398937,-78.4984642
1643,130 MADISON LN,38.0372814,-78.50158689999999
1644, GROVE AVE,38.03322,-78.4688232
1645,600 SYCAMORE ST,38.0343155,-78.4728119
1646, LEXINGTON AVE,38.0343013,-78.4719219
1647, KELLY AVE,38.0344272,-78.4727443
1648,600 NORTHWOOD AV,38.0360402,-78.47788059999999
1649, 1ST ST SOUTH,38.0254385,-78.4845449
1650,1000 WATER ST LOT,38.0271957,-78.472292
1651,200 AVON ST LOT,38.0281412,-78.4774494
1652,1904 JEFFERSON PARK AV,38.02693259999999,-78.5114629
1653,410 ALTAMONT CR,38.0342932,-78.4812549
1654,100 N PIEDMONT ST,38.0259068,-78.5187363
1655,2300 HIGHLAND AV,38.0244434,-78.5111309
1656,10 ELLIEWOOD AV,38.0356869,-78.50081879999999
1657,100 CHELSEA CT,38.0287226,-78.5125315
1658,100 PIEDMONT ST N,38.0259344,-78.518737
1659,858 NALLE ST,38.0300417,-78.4944216
1660,1400 GRADY AV,38.0399778,-78.4963633
1661,2323 PRICE AV,38.0274921,-78.5185863
1662,108 DUOVA CT,38.0295618,-78.51164039999999
1663,1509 GRADY AV,38.0410158,-78.4978804
1664, NORTHWOOD AV,38.0366726,-78.4762841
1665,700 1ST SOUTH,38.0261669,-78.4838599
1666,500 3RD ST NE,38.0340333,-78.4782227
1667, UNKNOWN,38.0293059,-78.47667810000002
1668,600 MALCOLM CR,38.034551,-78.4739766
